Region/Country/Area,,Year,Series,Value,Footnotes,Source
152,Chile,2020,"Assault rate per 100,000 population",60.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
152,Chile,2020,"Kidnapping at the national level, rate per 100,000",1.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
152,Chile,2020,"Robbery at the national level, rate per 100,000 population",448.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
152,Chile,2020,"Theft at the national level, rate per 100,000 population",498.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
152,Chile,2020,"Total Sexual Violence at the national level, rate per 100,000",81.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
152,Chile,2022,"Intentional homicide rates per 100,000",6.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
152,Chile,2022,"Percentage of male and female intentional homicide victims, Male",12.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
152,Chile,2022,"Percentage of male and female intentional homicide victims, Female",1.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
152,Chile,2022,"Assault rate per 100,000 population",84.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
152,Chile,2022,"Kidnapping at the national level, rate per 100,000",3.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
152,Chile,2022,"Robbery at the national level, rate per 100,000 population",549.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
152,Chile,2022,"Theft at the national level, rate per 100,000 population",604.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
152,Chile,2022,"Total Sexual Violence at the national level, rate per 100,000",121.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
152,Chile,2023,"Intentional homicide rates per 100,000",6.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
152,Chile,2023,"Percentage of male and female intentional homicide victims, Male",11.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
152,Chile,2023,"Percentage of male and female intentional homicide victims, Female",1.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
152,Chile,2023,"Assault rate per 100,000 population",88.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
152,Chile,2023,"Kidnapping at the national level, rate per 100,000",3.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
152,Chile,2023,"Robbery at the national level, rate per 100,000 population",645.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
152,Chile,2023,"Total Sexual Violence at the national level, rate per 100,000",94.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
156,China,2005,"Intentional homicide rates per 100,000",1.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
156,China,2010,"Intentional homicide rates per 100,000",1.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
156,China,2015,"Intentional homicide rates per 100,000",0.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
156,China,2020,"Intentional homicide rates per 100,000",0.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2005,"Intentional homicide rates per 100,000",0.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2005,"Percentage of male and female intentional homicide victims, Male",0.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2005,"Percentage of male and female intentional homicide victims, Female",0.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2005,"Assault rate per 100,000 population",117.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2005,"Kidnapping at the national level, rate per 100,000",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2005,"Robbery at the national level, rate per 100,000 population",24.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2005,"Theft at the national level, rate per 100,000 population",509.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2005,"Total Sexual Violence at the national level, rate per 100,000",21.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2010,"Intentional homicide rates per 100,000",0.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2010,"Percentage of male and female intentional homicide victims, Male",0.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2010,"Percentage of male and female intentional homicide victims, Female",0.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2010,"Assault rate per 100,000 population",107.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2010,"Kidnapping at the national level, rate per 100,000",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2010,"Robbery at the national level, rate per 100,000 population",11.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2010,"Theft at the national level, rate per 100,000 population",483.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2010,"Total Sexual Violence at the national level, rate per 100,000",25.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2013,"Intentional homicide rates per 100,000",0.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2013,"Percentage of male and female intentional homicide victims, Male",0.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2013,"Percentage of male and female intentional homicide victims, Female",0.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2013,"Assault rate per 100,000 population",91.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2013,"Kidnapping at the national level, rate per 100,000",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2013,"Robbery at the national level, rate per 100,000 population",6.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2013,"Theft at the national level, rate per 100,000 population",435.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2013,"Total Sexual Violence at the national level, rate per 100,000",24.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2015,"Intentional homicide rates per 100,000",0.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2015,"Percentage of male and female intentional homicide victims, Male",0.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2015,"Percentage of male and female intentional homicide victims, Female",0.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2020,"Intentional homicide rates per 100,000",0.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2020,"Percentage of male and female intentional homicide victims, Male",0.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2020,"Percentage of male and female intentional homicide victims, Female",0.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2020,"Assault rate per 100,000 population",63.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2020,"Kidnapping at the national level, rate per 100,000",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2020,"Robbery at the national level, rate per 100,000 population",3.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2020,"Theft at the national level, rate per 100,000 population",271.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2022,"Intentional homicide rates per 100,000",0.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2022,"Percentage of male and female intentional homicide victims, Male",0.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2022,"Percentage of male and female intentional homicide victims, Female",0.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2022,"Assault rate per 100,000 population",50.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2022,"Kidnapping at the national level, rate per 100,000",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2022,"Robbery at the national level, rate per 100,000 population",1.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2022,"Theft at the national level, rate per 100,000 population",244.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2023,"Intentional homicide rates per 100,000",0.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2023,"Percentage of male and female intentional homicide victims, Male",0.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2023,"Percentage of male and female intentional homicide victims, Female",0.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2023,"Assault rate per 100,000 population",50.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2023,"Kidnapping at the national level, rate per 100,000",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
344,"China, Hong Kong SAR",2023,"Robbery at the national level, rate per 100,000 population",1.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
446,"China, Macao SAR",2005,"Intentional homicide rates per 100,000",0.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
446,"China, Macao SAR",2010,"Intentional homicide rates per 100,000",0.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
446,"China, Macao SAR",2010,"Percentage of male and female intentional homicide victims, Male",0.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
446,"China, Macao SAR",2010,"Percentage of male and female intentional homicide victims, Female",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
446,"China, Macao SAR",2010,"Assault rate per 100,000 population",326.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
446,"China, Macao SAR",2010,"Kidnapping at the national level, rate per 100,000",0.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
446,"China, Macao SAR",2010,"Robbery at the national level, rate per 100,000 population",31.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
446,"China, Macao SAR",2010,"Theft at the national level, rate per 100,000 population",499.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
446,"China, Macao SAR",2010,"Total Sexual Violence at the national level, rate per 100,000",8.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
446,"China, Macao SAR",2015,"Intentional homicide rates per 100,000",0.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
446,"China, Macao SAR",2015,"Percentage of male and female intentional homicide victims, Male",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
446,"China, Macao SAR",2015,"Percentage of male and female intentional homicide victims, Female",0.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
446,"China, Macao SAR",2015,"Assault rate per 100,000 population",1.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
446,"China, Macao SAR",2015,"Kidnapping at the national level, rate per 100,000",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
446,"China, Macao SAR",2015,"Robbery at the national level, rate per 100,000 population",18.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
446,"China, Macao SAR",2015,"Theft at the national level, rate per 100,000 population",425.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
446,"China, Macao SAR",2015,"Total Sexual Violence at the national level, rate per 100,000",15.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
446,"China, Macao SAR",2020,"Intentional homicide rates per 100,000",0.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
446,"China, Macao SAR",2020,"Percentage of male and female intentional homicide victims, Male",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
446,"China, Macao SAR",2020,"Percentage of male and female intentional homicide victims, Female",0.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
446,"China, Macao SAR",2020,"Assault rate per 100,000 population",0.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
446,"China, Macao SAR",2020,"Kidnapping at the national level, rate per 100,000",0.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
446,"China, Macao SAR",2020,"Robbery at the national level, rate per 100,000 population",3.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
446,"China, Macao SAR",2020,"Theft at the national level, rate per 100,000 population",178.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
446,"China, Macao SAR",2020,"Total Sexual Violence at the national level, rate per 100,000",20.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
446,"China, Macao SAR",2022,"Intentional homicide rates per 100,000",0.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
446,"China, Macao SAR",2022,"Percentage of male and female intentional homicide victims, Male",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
446,"China, Macao SAR",2022,"Percentage of male and female intentional homicide victims, Female",0.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
446,"China, Macao SAR",2022,"Assault rate per 100,000 population",0.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
446,"China, Macao SAR",2022,"Kidnapping at the national level, rate per 100,000",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
446,"China, Macao SAR",2022,"Robbery at the national level, rate per 100,000 population",1.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
446,"China, Macao SAR",2022,"Theft at the national level, rate per 100,000 population",149.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
446,"China, Macao SAR",2022,"Total Sexual Violence at the national level, rate per 100,000",21.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
446,"China, Macao SAR",2023,"Intentional homicide rates per 100,000",0.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
446,"China, Macao SAR",2023,"Percentage of male and female intentional homicide victims, Male",0.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
446,"China, Macao SAR",2023,"Percentage of male and female intentional homicide victims, Female",0.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2005,"Intentional homicide rates per 100,000",43.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2005,"Percentage of male and female intentional homicide victims, Male",79.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2005,"Percentage of male and female intentional homicide victims, Female",7.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2005,"Assault rate per 100,000 population",72.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2005,"Kidnapping at the national level, rate per 100,000",1.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2005,"Robbery at the national level, rate per 100,000 population",96.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2005,"Theft at the national level, rate per 100,000 population",163.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2005,"Total Sexual Violence at the national level, rate per 100,000",10.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2010,"Intentional homicide rates per 100,000",34.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2010,"Percentage of male and female intentional homicide victims, Male",64.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2010,"Percentage of male and female intentional homicide victims, Female",5.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2010,"Assault rate per 100,000 population",118.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2010,"Kidnapping at the national level, rate per 100,000",0.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2010,"Robbery at the national level, rate per 100,000 population",137.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2010,"Theft at the national level, rate per 100,000 population",205.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2010,"Total Sexual Violence at the national level, rate per 100,000",15.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2015,"Intentional homicide rates per 100,000",27.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2015,"Percentage of male and female intentional homicide victims, Male",50.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2015,"Percentage of male and female intentional homicide victims, Female",4.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2015,"Assault rate per 100,000 population",372.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2015,"Kidnapping at the national level, rate per 100,000",0.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2015,"Robbery at the national level, rate per 100,000 population",215.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2015,"Theft at the national level, rate per 100,000 population",167.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2015,"Total Sexual Violence at the national level, rate per 100,000",47.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2020,"Intentional homicide rates per 100,000",22.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2020,"Percentage of male and female intentional homicide victims, Male",42.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2020,"Percentage of male and female intentional homicide victims, Female",3.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2020,"Assault rate per 100,000 population",180.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2020,"Kidnapping at the national level, rate per 100,000",0.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2020,"Robbery at the national level, rate per 100,000 population",642.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2020,"Theft at the national level, rate per 100,000 population",550.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2020,"Total Sexual Violence at the national level, rate per 100,000",62.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2022,"Intentional homicide rates per 100,000",24.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2022,"Percentage of male and female intentional homicide victims, Male",46.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2022,"Percentage of male and female intentional homicide victims, Female",3.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2022,"Assault rate per 100,000 population",250.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2022,"Kidnapping at the national level, rate per 100,000",0.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2022,"Robbery at the national level, rate per 100,000 population",937.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2022,"Theft at the national level, rate per 100,000 population",887.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2022,"Total Sexual Violence at the national level, rate per 100,000",60.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2023,"Intentional homicide rates per 100,000",24.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2023,"Percentage of male and female intentional homicide victims, Male",46.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2023,"Percentage of male and female intentional homicide victims, Female",3.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2023,"Assault rate per 100,000 population",223.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
170,Colombia,2023,"Kidnapping at the national level, rate per 100,000",1.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
184,Cook Islands,2012,"Intentional homicide rates per 100,000",3.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
188,Costa Rica,2005,"Intentional homicide rates per 100,000",7.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
188,Costa Rica,2005,"Percentage of male and female intentional homicide victims, Male",13.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
188,Costa Rica,2005,"Percentage of male and female intentional homicide victims, Female",2.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
188,Costa Rica,2005,"Kidnapping at the national level, rate per 100,000",0.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
188,Costa Rica,2005,"Robbery at the national level, rate per 100,000 population",499.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
188,Costa Rica,2005,"Theft at the national level, rate per 100,000 population",196.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
188,Costa Rica,2010,"Intentional homicide rates per 100,000",11.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
188,Costa Rica,2010,"Percentage of male and female intentional homicide victims, Male",20.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
188,Costa Rica,2010,"Percentage of male and female intentional homicide victims, Female",2.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
188,Costa Rica,2010,"Assault rate per 100,000 population",174.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
188,Costa Rica,2010,"Kidnapping at the national level, rate per 100,000",0.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
188,Costa Rica,2010,"Robbery at the national level, rate per 100,000 population",947.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
